,ECO,fen,moves,opening_name
2988,B96,r1bqkb1r/1p3ppp/p1nppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Nc6,"Sicilian Defense: Najdorf Variation, Neo-Classical Defense"
2989,B92,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2,"Sicilian Defense: Najdorf Variation, Opocensky Variation"
2990,B92,rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w kq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e5 7. Nb3 Be7 8. O-O Be6,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Modern Line"
2991,B92,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w -,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e5 7. Nb3 Be7 8. O-O O-O,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Traditional Line"
2992,B97,rnb1kb1r/1p3ppp/p2ppn2/6B1/3NPP2/q1N5/P1PQ2PP/1R2KB1R w Kkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Qb6 8. Qd2 Qxb2 9. Rb1 Qa3,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Accepted"
2993,B97,rnb1kb1r/1p3ppp/pq1ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Qb6,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Variation"
2994,B96,rnbqkb1r/5ppp/p2ppn2/1p4B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 b5,"Sicilian Defense: Najdorf Variation, Polugaevsky Variation"
2995,B96,rnb1kb1r/2q2ppp/p3pn2/1p2P1B1/3N4/2N5/PPP1Q1PP/R3KB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 b5 8. e5 dxe5 9. fxe5 Qc7 10. Qe2,"Sicilian Defense: Najdorf Variation, Polugaevsky Variation, Simagin Line"
2996,B84,r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e6 7. O-O Nbd7,"Sicilian Defense: Najdorf Variation, Scheveningen Variation"
2997,B98,rnb1k2r/1pq1bppp/p2ppn2/6B1/3NPP2/2N2Q2/PPP3PP/R3KB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Be7 8. Qf3 Qc7,"Sicilian Defense: Najdorf Variation, Traditional Line"
2998,B91,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N3P1/PPP2P1P/R1BQKB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. g3,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation"
2999,B94,r3kb1r/1b3ppp/p2ppn2/qpn1P1B1/3N4/1BN5/PPPQ1PPP/2KRR3 b kq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 Nbd7 7. Bc4 Qa5 8. Qd2 e6 9. O-O-O b5 10. Bb3 Bb7 11. Rhe1 Nc5 12. e5,"Sicilian Defense: Najdorf, Ivkov Variation"
3000,B90,rnbqkb1r/1p2pppp/p2p1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bc4,"Sicilian Defense: Najdorf, Lipnitsky Attack"
3001,B32,r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5,Sicilian Defense: Nimzo-American Variation
3002,B29,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Nf6,Sicilian Defense: Nimzowitsch Variation
3003,B29,rnbqkb1r/pp1ppppp/5n2/2p1P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 Nf6 3. e5,"Sicilian Defense: Nimzowitsch Variation, Advance Variation"
3004,B29,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,1. e4 c5 2. Nf3 Nf6 3. Nc3,"Sicilian Defense: Nimzowitsch Variation, Closed Variation"
3005,B29,rnbqkb1r/pp1ppppp/8/2p1P3/8/2n2N2/PPPP1PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 Nxc3,"Sicilian Defense: Nimzowitsch Variation, Exchange Variation"
3006,B29,r1bqkb1r/pp1p1ppp/2n5/2ppP3/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4 Nc6,"Sicilian Defense: Nimzowitsch Variation, Main Line"
3007,B30,r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,1. e4 c5 2. Nf3 Nc6 3. Bb5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
3008,B31,r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation"
3009,B31,r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 e5 6. d4,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit"
3010,B31,r1bqk2r/pp1pppbp/2n2np1/1Bp5/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit"
3011,B31,r1bqk2r/pp1pppbp/2n2np1/1Bp5/Q3P3/2P2N2/PP1P1PPP/RNB2RK1 b kq,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. Qa4,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack"
3012,B31,r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/1P2P3/5N2/P1PP1PPP/RNBQR1K1 b kq,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation"
3013,B31,r1bqkbnr/pp1ppppp/8/nBp5/1P2P3/5N2/P1PP1PPP/RNBQK2R b KQkq,1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit"
3014,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6,Sicilian Defense: O'Kelly Variation
3015,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq,1. e4 c5 2. Nf3 a6 3. Be2,"Sicilian Defense: O'Kelly Variation, Aronin System"
3016,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. b3,"Sicilian Defense: O'Kelly Variation, Kieseritzky System"
3017,B28,rnbqkbnr/1p1ppppp/p7/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. c4,"Sicilian Defense: O'Kelly Variation, Maroczy Bind"
3018,B28,r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 a6 5. c4 e5,"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Geller Line"
3019,B28,rnbqkbnr/1p1p1ppp/p3p3/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. c4 e6,"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Paulsen Line"
3020,B28,rnbqkbnr/1p2pppp/p2p4/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. c4 d6,"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Robatsch Line"
3021,B28,rnbqkbnr/1p1ppppp/p7/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. d4,"Sicilian Defense: O'Kelly Variation, Normal System"
3022,B28,rnbqkbnr/1p1ppppp/p7/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Bc4,"Sicilian Defense: O'Kelly Variation, Normal System, Cortlever Gambit"
3023,B28,rnbqkbnr/1p1ppppp/p7/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. c3,"Sicilian Defense: O'Kelly Variation, Normal System, Smith-Morra Line"
3024,B28,rnbqkbnr/1p1p1ppp/p7/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Nxd4 e5,"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line"
3025,B28,rnbqkbnr/1p1ppppp/p7/8/3QP3/5N2/PPP2PPP/RNB1KB1R b KQkq,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Qxd4,"Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line"
3026,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. d3,"Sicilian Defense: O'Kelly Variation, Quiet System"
3027,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. g3,"Sicilian Defense: O'Kelly Variation, Reti System"
3028,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. c3,"Sicilian Defense: O'Kelly Variation, Venice System"
3029,B28,rnbqkb1r/1p1ppppp/p4n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. c3 Nf6,"Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line"
3030,B28,rnbqkb1r/1p2pppp/p4n2/2pP4/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. c3 d5 4. exd5 Nf6,"Sicilian Defense: O'Kelly Variation, Venice System, Gambit Line"
3031,B28,rnbqkbnr/3ppppp/p7/1pp5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. c3 b5,"Sicilian Defense: O'Kelly Variation, Venice System, Ljubojevic Line"
3032,B28,rnbqkbnr/1p2pppp/p2p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 a6 3. c3 d6,"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line"
3033,B28,rnbqkbnr/1p1ppppp/p7/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. b4,"Sicilian Defense: O'Kelly Variation, Wing Gambit"
3034,B28,rnbqkbnr/1p1ppppp/p7/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,1. e4 c5 2. Nf3 a6 3. Nc3,"Sicilian Defense: O'Kelly Variation, Yerevan System"
3035,B30,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Nc6,Sicilian Defense: Old Sicilian
3036,B32,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 Nc6 3. d4,Sicilian Defense: Open
3037,B32,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4,"Sicilian Defense: Open, 2. Nf3 Nc6 3. d4 cxd4"
3038,B32,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4,"Sicilian Defense: Open, 3. d4 cxd4 4. Nxd4"
3039,B33,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6,"Sicilian Defense: Open, 3. d4 cxd4 4. Nxd4 Nf6"
3040,B44,r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6,Sicilian Defense: Paulsen Variation
3041,B46,r1bqkbnr/1p1p1ppp/p1n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6,"Sicilian Defense: Paulsen Variation, 4. Nxd4 Nc6 5. Nc3 a6"
3042,B45,r1bqk2r/pp1p1ppp/2nNpn2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 Bb4 7. Nd6+,"Sicilian Defense: Paulsen Variation, American Attack"
3043,B47,r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7,"Sicilian Defense: Paulsen Variation, Bastrikov Variation"
3044,B48,r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3,"Sicilian Defense: Paulsen Variation, Bastrikov Variation, 5. Nc3 Qc7 6. Be3"
3045,B49,r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Be2,"Sicilian Defense: Paulsen Variation, Bastrikov Variation, 6. Be3 a6 7. Be2"
3046,B49,r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qc7 5. Nc3 e6 6. Be3 a6 7. f3,"Sicilian Defense: Paulsen Variation, Bastrikov Variation, English Attack"
3047,B48,r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPPQ1PPP/R3KB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Qd2,"Sicilian Defense: Paulsen Variation, Bastrikov Variation, English Attack, 6. Be3 a6 7. Qd2"
3048,B48,rqb1kbnr/1p1p1ppp/pBn1p3/1N6/4P3/2N5/PPP2PPP/R2QKB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6 8. Bb6,"Sicilian Defense: Paulsen Variation, Bastrikov Variation, Ponomariov Gambit"
3049,B44,r1bqkb1r/1p3ppp/p1n1pn2/3p4/2P1P3/N1N5/PP3PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5,"Sicilian Defense: Paulsen Variation, Gary Gambit"
3050,B44,r1bq1rk1/4bppp/ppnppn2/8/2P1P3/N1N5/PP2BPPP/R1BQ1RK1 w -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O 10. O-O b6,"Sicilian Defense: Paulsen Variation, Modern Line"
3051,B45,r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3,"Sicilian Defense: Paulsen Variation, Normal Variation"
3052,B44,r1bqkbnr/pp1p1ppp/2n1p3/1N6/4P3/8/PPP2PPP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5,"Sicilian Defense: Paulsen Variation, Szen Variation"
3053,B46,r1bqkb1r/1p1pnppp/p1n1p3/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6 6. Be2 Nge7,"Sicilian Defense: Paulsen Variation, Taimanov Variation"
3054,B40,rnbqk1nr/pp1p1ppp/4p3/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Bc5,Sicilian Defense: Paulsen-Basman Defense
3055,B40,rnbqk2r/pp1p1ppp/4pn2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4,Sicilian Defense: Pin Variation
3056,B40,rnbqk2r/pp1p1ppp/5n2/4p3/1b1NP3/2NB4/PPP2PPP/R1BQK2R w KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5,"Sicilian Defense: Pin Variation, Jaffe Variation"
3057,B40,rnbqk2r/pp1p1ppp/4pn2/4P3/1b1N4/2N5/PPP2PPP/R1BQKB1R b KQkq,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. e5,"Sicilian Defense: Pin Variation, Koch Variation"
3058,B27,rnbqkbnr/p2ppppp/8/1pp5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 b5,Sicilian Defense: Polish Gambit
3059,B54,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/5P2/PPP3PP/RNBQKB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3,Sicilian Defense: Prins Variation
3060,B55,rnbqkb1r/pp3ppp/3p1n2/1B2p3/3NP3/5P2/PPP3PP/RNBQK2R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3 e5 6. Bb5+,"Sicilian Defense: Prins Variation, Venice Attack"
3061,B27,rnb1kbnr/ppqppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 c5 2. Nf3 Qc7,Sicilian Defense: Quinteros Variation
3062,B60,r1bqkb1r/pp2pppp/2np1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5,Sicilian Defense: Richter-Rauzer Variation
3063,B62,r1bqkb1r/pp3ppp/2nppn2/6B1/3NP3/2NQ4/PPP2PPP/R3KB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd3,"Sicilian Defense: Richter-Rauzer Variation, 6. Bg5 e6 7. Qd3"
3064,B63,r1bqk2r/pp2bppp/2nppn2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation"
3065,B64,r1bq1rk1/pp2bppp/2nppn2/6B1/3NPP2/2N5/PPPQ2PP/2KR1B1R b -,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation, 8. O-O-O O-O 9. f4"
3066,B64,r1bq1rk1/pp2bppp/2np1n2/4p1B1/3NPP2/2N5/PPPQ2PP/2KR1B1R w -,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4 e5,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation, 8. O-O-O O-O 9. f4 e5"
3067,B65,r1bq1rk1/pp2bppp/3ppn2/6B1/3QPP2/2N5/PPP3PP/2KR1B1R b -,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4 Nxd4 10. Qxd4,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation, 9. f4 Nxd4 10. Qxd4"
3068,B66,r1bqk2r/4bppp/p2ppn2/1p4B1/3QPP2/2N5/PPP3PP/2KR1B1R w kq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O Nxd4 9. Qxd4 a6 10. f4 b5,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation, Kantscher Line"
3069,B60,r1bqkb1r/pp2pp1p/2np1np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 g6,"Sicilian Defense: Richter-Rauzer Variation, Dragon Variation"
3070,B62,r1bqkb1r/pp3ppp/2Nppn2/6B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Nxc6,"Sicilian Defense: Richter-Rauzer Variation, Exchange Variation"
3071,B63,r1b1kb1r/pp3ppp/1qnppn2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Qb6,"Sicilian Defense: Richter-Rauzer Variation, Ivanov Variation"
3072,B60,r2qkb1r/pp1bpppp/2np1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 Bd7,"Sicilian Defense: Richter-Rauzer Variation, Modern Variation"
3073,B61,r2qkb1r/pp1bpppp/2np1n2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R b KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 Bd7 7. Qd2,"Sicilian Defense: Richter-Rauzer Variation, Modern Variation, 6. Bg5 Bd7 7. Qd2"
3074,B67,r2qkb1r/1p1b1ppp/p1nppn2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R w kq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation"
3075,B68,r2qk2r/1p1bbppp/p1nppn2/6B1/3NPP2/2N5/PPPQ2PP/2KR1B1R w kq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7 9. f4 Be7,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, 8. O-O-O Bd7 9. f4 Be7"
3076,B62,r1bqkb1r/1p3ppp/p1nppn2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R w KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Early Deviations"
3077,B69,r2qk2r/3bbppp/p1nppB2/1p6/4PP2/2N2N2/PPPQ2PP/2KR1B1R b kq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7 9. f4 Be7 10. Nf3 b5 11. Bxf6,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Nyezhmetdinov Attack"
3078,B62,r1bqkb1r/pp3ppp/2nppn2/6B1/4P3/1NN5/PPP2PPP/R2QKB1R b KQkq,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Nb3,"Sicilian Defense: Richter-Rauzer Variation, Podebrady Variation"
3079,B63,r1bqkb1r/pp3ppp/2nppn2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2,"Sicilian Defense: Richter-Rauzer Variation, Traditional Variation"
3080,B62,r1bqkb1r/pp3ppp/2nppn2/1B4B1/3NP3/2N5/PPP2PPP/R2QK2R b KQkq,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Bb5,"Sicilian Defense: Richter-Rauzer Variation, Vitolins Variation"
